team_abbr,team_name,team_id,team_color,team_logo_espn
ARI,Arizona Cardinals,3800,#97233F,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png
LA,Los Angeles Rams,2510,#003594,https://a.espncdn.com/i/teamlogos/nfl/500/lar.png
LAR,Los Angeles Rams,2510,#003594,https://a.espncdn.com/i/teamlogos/nfl/500/lar.png
WAS,Washington Commanders,5110,#5A1414,https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png
